order_id,product_id,quantity,selling_price
247,13,2,7088.00
248,2,3,9456.00
248,16,3,11253.00
248,15,2,8600.00
249,4,4,11743.00
250,9,2,12146.00
251,16,5,11326.00
252,19,3,5213.00
252,3,4,822.00
253,19,1,6340.00
253,14,1,12116.00
254,8,4,6967.00
254,10,5,1155.00
254,1,4,8085.00
254,18,5,3197.00
255,9,1,11985.00
255,4,3,11562.00
255,8,5,6931.00
255,3,4,1134.00
256,7,3,11324.00
257,8,5,6857.00
258,14,5,11059.00
258,10,2,1768.00
259,20,3,200.00
260,8,5,7892.00
260,18,3,3551.00
260,12,4,5884.00
261,17,2,3261.00
262,2,5,9589.00
262,9,4,13303.00
262,7,1,11637.00
263,5,5,3245.00
263,19,3,6345.00
263,4,4,10971.00
263,4,2,11614.00
264,17,5,4304.00
264,6,2,3005.00
264,6,4,3469.00
264,15,4,8675.00
265,4,1,11424.00
265,1,3,7912.00
265,3,4,2167.00
266,2,2,8416.00
266,15,1,9273.00
266,17,3,3509.00
266,1,4,8796.00
267,16,5,10375.00
268,11,3,11417.00
268,3,1,1651.00
268,19,4,6406.00
269,20,4,856.00
269,2,4,8716.00
270,15,4,8158.00
271,14,3,11400.00
271,14,2,11391.00
272,15,3,7839.00
272,6,1,3109.00
272,7,5,11364.00
273,8,1,6994.00
273,4,1,10738.00
273,3,4,899.00
274,12,1,7066.00
274,14,3,10895.00
274,13,5,6564.00
274,18,1,3438.00
275,7,3,10226.00
275,1,5,8316.00
275,1,4,8169.00
275,11,5,11757.00
276,19,5,5771.00
276,18,3,3589.00
277,11,3,10997.00
277,11,4,10653.00
278,11,3,11255.00
278,14,4,10983.00
278,8,5,7626.00
279,9,1,12188.00
279,9,3,12295.00
279,14,2,11701.00
280,14,3,12088.00
281,16,5,11514.00
281,13,4,6529.00
281,8,4,7449.00
282,19,2,6344.00
282,20,4,968.00
282,17,3,3323.00
282,5,5,2102.00
283,10,3,1987.00
284,11,1,11621.00
284,14,4,12004.00
285,19,5,5264.00
285,19,5,6150.00
285,20,5,523.00
285,4,2,11548.00
286,16,2,11391.00
286,18,5,3809.00
287,9,1,12024.00
287,5,2,3284.00
287,1,3,7926.00
287,1,4,8564.00
288,18,3,3671.00
288,15,2,8866.00
288,16,4,11024.00
289,6,2,2119.00
289,6,5,2971.00
289,11,4,11386.00
290,4,2,11369.00
290,17,4,4369.00
290,17,5,3634.00
290,5,3,3002.00
291,14,2,11253.00
291,19,5,5975.00
291,1,2,8005.00
291,10,5,894.00
292,8,5,7252.00
292,14,1,11773.00
292,14,4,12238.00
292,18,3,3933.00
293,7,2,11459.00
293,19,5,6138.00
294,17,5,3352.00
295,10,3,1053.00
296,4,2,10500.00
296,1,5,9170.00
297,18,5,4541.00
298,2,1,8772.00
299,17,4,3697.00
299,10,5,1524.00
299,7,4,10578.00
299,16,4,11161.00
300,9,3,12669.00
300,10,5,1035.00
301,13,1,6683.00
302,4,2,10353.00
302,9,2,11979.00
302,6,1,2457.00
303,11,2,11941.00
303,15,4,8392.00
304,18,2,3863.00
304,2,3,8331.00
305,18,4,3291.00
306,3,5,1227.00
306,4,3,11258.00
306,9,4,13268.00
306,3,2,2099.00
307,8,3,7520.00
307,9,5,12175.00
308,18,1,4120.00
308,17,5,3919.00
309,14,1,11753.00
310,6,2,3198.00
310,9,3,12271.00
310,8,4,7940.00
310,11,4,11873.00
311,16,4,11251.00
311,8,2,7572.00
311,6,4,3048.00
311,19,2,5668.00
312,19,1,5648.00
312,18,4,3551.00
312,19,1,5850.00
313,13,1,7505.00
314,8,1,8022.00
314,14,4,12126.00
314,6,5,2198.00
315,5,5,1915.00
316,7,2,11572.00
316,19,3,6458.00
317,10,2,1944.00
317,18,4,4346.00
318,18,2,4595.00
318,13,2,6645.00
318,17,3,3252.00
318,8,1,7114.00
319,7,5,11630.00
320,5,5,2820.00
320,4,4,11662.00
321,8,3,7657.00
322,20,5,914.00
322,12,2,6091.00
322,20,1,783.00
323,5,3,3111.00
323,14,4,11245.00
323,16,4,10304.00
323,10,1,1316.00
324,20,4,1305.00
324,18,2,3581.00
324,15,3,8577.00
324,18,1,3682.00
325,20,1,1263.00
326,4,2,11480.00
326,13,2,7376.00
327,12,1,6843.00
327,5,1,2589.00
327,19,5,5416.00
327,12,5,5961.00
328,3,5,1627.00
328,12,4,6637.00
329,1,1,8081.00
329,1,1,9269.00
329,11,2,11884.00
329,8,2,7762.00
330,19,3,6551.00
330,2,4,8462.00
330,10,4,1732.00
331,6,3,3494.00
331,20,3,395.00
331,6,5,3160.00
332,1,1,8778.00
332,5,4,2554.00
332,4,2,11660.00
333,18,2,3994.00
333,15,1,8498.00
333,8,5,7268.00
333,13,3,6922.00
334,20,1,1297.00
334,16,4,11268.00
334,3,1,2133.00
334,20,2,239.00
335,14,2,11607.00
335,3,3,1541.00
336,3,1,1064.00
336,16,5,10979.00
337,7,1,10888.00
337,10,5,833.00
337,8,3,7986.00
337,14,3,11022.00
338,2,3,9372.00
339,11,3,10661.00
339,8,4,7201.00
339,18,4,3875.00
339,4,3,11518.00
340,16,5,11110.00
340,20,1,984.00
341,8,2,7118.00
341,18,4,4403.00
342,14,1,10866.00
342,17,2,3932.00
342,5,2,2799.00
342,9,3,13198.00
343,4,5,10622.00
344,14,1,11432.00
344,7,5,11474.00
345,1,3,8785.00
345,17,3,4282.00
345,20,2,199.00
346,3,4,1615.00
346,14,2,11086.00
346,14,4,11604.00
346,14,4,11340.00
347,3,3,2129.00
347,17,1,3829.00
347,16,5,10857.00
347,9,5,12444.00
348,17,5,3808.00
348,14,5,11998.00
349,9,1,12454.00
349,2,4,8988.00
349,2,4,8596.00
349,3,2,826.00
350,12,3,6269.00
350,6,2,3274.00
351,9,1,12705.00
351,3,2,896.00
352,1,3,9050.00
352,6,4,3060.00
352,9,5,12729.00
352,17,5,3692.00
353,19,3,6032.00
354,19,2,6398.00
355,18,4,3929.00
355,17,3,3920.00
355,15,5,8316.00
355,6,3,2848.00
356,17,2,4113.00
356,18,3,3691.00
356,13,4,6362.00
357,18,2,3433.00
357,2,1,8334.00
357,19,4,5381.00
358,16,2,11498.00
358,14,4,10847.00
359,9,5,12853.00
359,19,5,5469.00
359,8,3,7078.00
360,10,4,1921.00
361,10,2,1519.00
362,7,2,11436.00
362,5,2,2392.00
363,11,5,12097.00
363,4,5,10585.00
364,12,4,7083.00
365,18,1,3273.00
366,12,1,5950.00
366,20,5,856.00
366,12,4,6534.00
367,11,5,11060.00
367,16,3,10585.00
367,6,3,2099.00
368,20,2,257.00
369,18,5,3998.00
370,1,1,8196.00
370,7,4,11668.00
370,17,1,4323.00
371,16,1,10520.00
371,2,3,9765.00
371,17,2,3353.00
371,19,4,6061.00
372,7,4,10349.00
372,2,5,9542.00
372,6,5,2183.00
373,12,5,7005.00
373,11,2,12008.00
374,1,4,7845.00
374,1,5,8115.00
374,20,5,1419.00
374,4,3,11522.00
375,6,2,2951.00
375,9,5,12261.00
375,3,1,794.00
376,10,4,980.00
376,1,4,9016.00
376,10,5,824.00
376,4,3,10321.00
377,11,2,11316.00
377,8,2,7854.00
377,19,2,5601.00
378,10,4,689.00
379,17,3,4443.00
379,14,2,12109.00
380,16,2,11121.00
380,10,2,930.00
381,8,1,7178.00
381,3,1,2167.00
381,19,4,5141.00
381,7,4,11005.00
382,9,1,12338.00
383,14,4,11455.00
384,18,3,4578.00
385,6,4,3352.00
385,18,3,3248.00
385,12,4,5786.00
386,11,4,11401.00
386,6,4,2745.00
387,5,4,1900.00
387,6,3,2788.00
387,3,5,1531.00
387,18,3,3667.00
388,9,5,12931.00
388,16,4,11456.00
388,11,4,10891.00
388,18,3,4242.00
389,20,2,1166.00
389,3,3,1274.00
389,4,1,11047.00
390,3,5,781.00
391,15,2,8419.00
391,2,4,8894.00
391,7,1,11092.00
392,7,2,11449.00
392,15,3,8142.00
393,10,2,1312.00
394,10,2,1802.00
394,6,3,2653.00
394,16,2,10822.00
395,18,2,3600.00
395,18,2,3549.00
395,15,1,8289.00
395,11,3,11055.00
396,14,2,11995.00
396,20,4,232.00
397,2,2,8370.00
397,8,2,8254.00
397,1,5,8629.00
398,11,5,11884.00
398,2,1,9554.00
398,18,3,4529.00
398,7,2,11188.00
399,1,2,7992.00
400,8,5,8249.00
400,10,3,751.00
400,12,5,5785.00
401,16,3,10302.00
401,2,5,9093.00
401,8,4,8129.00
401,4,4,11626.00
402,13,5,6882.00
403,3,1,1544.00
404,16,5,11272.00
404,2,5,9427.00
404,10,5,1826.00
405,10,3,1181.00
406,4,3,11774.00
407,5,2,2682.00
407,10,4,1059.00
408,8,4,7523.00
408,3,2,2172.00
408,9,1,12361.00
408,15,4,7894.00
409,8,5,7297.00
409,2,3,9763.00
409,3,1,1731.00
409,7,4,10400.00
410,16,1,10881.00
411,10,4,1836.00
411,13,5,7591.00
411,3,5,899.00
411,17,4,3619.00
412,5,2,2485.00
412,18,5,4291.00
412,15,1,9109.00
413,20,4,1189.00
414,8,3,7767.00
414,2,4,9760.00
414,5,1,3336.00
415,1,5,8876.00
415,7,3,11379.00
416,15,5,8265.00
416,10,2,1919.00
416,8,3,7174.00
417,12,4,6225.00
418,4,3,10299.00
419,1,5,8462.00
419,17,3,3683.00
420,5,3,3187.00
420,1,2,8454.00
420,11,2,11479.00
420,6,1,2430.00
421,14,3,11482.00
422,2,3,9044.00
423,20,3,169.00
423,2,1,9406.00
423,13,5,6552.00
423,17,5,4131.00
424,13,2,7331.00
425,10,3,881.00
425,14,1,12088.00
426,6,3,2326.00
426,8,5,7976.00
426,18,2,4414.00
426,14,1,11517.00
427,1,1,8123.00
427,4,2,10839.00
427,11,4,11224.00
427,20,5,141.00
428,20,4,620.00
429,15,3,7953.00
429,15,5,8438.00
429,11,3,11426.00
429,6,1,2370.00
430,9,2,12950.00
430,13,4,6736.00
430,10,5,852.00
430,15,3,8993.00
431,19,5,5825.00
431,20,4,300.00
431,17,3,3590.00
431,3,5,910.00
432,18,4,3648.00
433,16,2,10538.00
434,5,1,2547.00
434,8,4,6933.00
434,19,1,6480.00
435,14,3,12019.00
435,1,3,8234.00
435,20,5,160.00
435,18,5,3622.00
436,2,5,9006.00
436,6,2,2098.00
436,1,3,8629.00
436,15,2,8008.00
437,19,5,6048.00
438,20,2,452.00
439,7,5,11203.00
439,2,2,8345.00
440,10,3,1024.00
440,4,4,10974.00
441,11,3,11260.00
441,15,3,8367.00
441,1,5,8617.00
442,10,3,1753.00
442,18,5,4030.00
442,15,5,8029.00
442,6,2,3476.00
443,15,1,8377.00
443,19,2,6298.00
443,20,3,348.00
444,20,4,779.00
444,5,5,2130.00
444,15,2,8278.00
445,12,2,6801.00
445,1,2,8765.00
446,1,5,8451.00
446,11,5,11615.00
447,2,3,8330.00
447,16,2,11101.00
447,1,3,9166.00
448,11,4,11058.00
448,7,4,11473.00
448,4,2,11552.00
448,16,5,10493.00
449,19,2,5686.00
450,7,1,11156.00
451,3,2,817.00
451,16,5,10476.00
451,16,2,11527.00
452,4,1,11709.00
452,6,5,2564.00
452,12,2,6530.00
452,13,2,7437.00
453,7,3,11160.00
453,9,5,12175.00
454,16,3,10857.00
455,15,5,8533.00
456,10,5,1287.00
456,10,3,1570.00
456,9,2,13023.00
457,1,3,7999.00
457,17,5,3789.00
457,20,1,1226.00
458,11,2,11698.00
458,8,2,7733.00
459,15,4,8195.00
459,4,1,10988.00
459,19,2,5175.00
460,6,2,2801.00
461,7,1,10460.00
461,6,5,2173.00
461,15,5,7886.00
462,19,4,5120.00
462,12,5,5625.00
463,20,3,825.00
463,14,1,11638.00
464,1,1,8597.00
464,4,4,11593.00
464,5,2,2604.00
465,4,1,10630.00
465,9,1,11919.00
465,2,1,9516.00
465,18,1,4262.00
466,14,5,11147.00
467,16,5,10624.00
467,7,3,11032.00
467,1,1,8085.00
467,8,4,7003.00
468,1,3,7883.00
468,14,4,11937.00
469,1,1,9059.00
469,8,5,7175.00
469,16,3,10945.00
469,8,4,7480.00
470,1,4,7995.00
471,6,3,2714.00
472,18,3,4625.00
473,14,4,10876.00
473,6,5,3547.00
473,10,2,1596.00
474,13,3,7561.00
475,2,2,9212.00
476,20,4,1550.00
476,13,4,7218.00
476,20,2,1537.00
476,18,1,4474.00
477,13,1,7027.00
477,1,4,8001.00
477,17,4,3832.00
478,6,3,2127.00
478,20,1,825.00
478,17,4,4389.00
479,6,1,3221.00
479,6,5,3279.00
479,9,1,12386.00
479,16,3,11427.00
480,11,1,11380.00
481,6,4,3174.00
481,15,4,7984.00
481,6,2,2823.00
482,20,5,1358.00
482,7,4,10195.00
482,9,2,13306.00
483,3,1,2006.00
484,8,1,8199.00
485,9,2,12112.00
485,5,5,2485.00
485,12,2,6850.00
485,16,3,10965.00
486,6,3,2893.00
486,4,5,11172.00
486,14,3,12003.00
487,15,4,8600.00
488,10,5,1873.00
488,18,5,3465.00
489,11,3,11198.00
489,9,1,12887.00
489,7,1,11013.00
490,10,1,885.00
490,6,3,3318.00
490,6,4,2286.00
490,3,3,873.00
491,18,2,4254.00
491,13,2,7393.00
491,3,3,2055.00
491,2,1,8832.00
492,1,3,7965.00
492,12,2,6780.00
492,2,4,8752.00
493,2,5,8879.00
493,10,3,1085.00
494,15,4,8096.00
494,19,2,5926.00
495,15,4,9019.00
495,15,1,9119.00
495,10,3,867.00
496,14,1,11876.00
496,7,2,10866.00
496,10,2,1803.00
496,11,4,10981.00
497,6,4,2657.00
497,14,3,12110.00
498,6,4,2190.00
499,13,3,6989.00
499,10,1,1966.00
500,8,5,7889.00
501,8,5,7334.00
501,12,4,5657.00
501,6,5,3112.00
502,12,3,5719.00
502,5,3,3122.00
502,15,1,8569.00
502,20,1,212.00
503,6,5,2407.00
503,4,5,11054.00
504,11,4,11078.00
504,2,1,9415.00
505,11,3,11731.00
506,15,3,8301.00
506,17,3,3607.00
507,3,5,1046.00
508,13,5,7527.00
508,16,4,11252.00
509,5,5,2973.00
509,4,3,10506.00
509,20,1,981.00
510,1,4,8384.00
510,4,2,11511.00
510,17,1,4645.00
510,4,5,10390.00
511,15,4,8253.00
511,13,5,6316.00
511,12,3,5646.00
511,10,5,1905.00
512,3,3,852.00
513,6,4,3430.00
514,17,1,4187.00
515,17,2,4508.00
515,7,1,10576.00
515,3,3,1128.00
515,13,5,7227.00
516,6,1,2219.00
516,7,1,10353.00
516,4,3,11120.00
517,17,4,3903.00
