order_id,customer_id,order_date,payment_method,order_status
107,305,17-12-2024,Net Banking,Shipped
108,37,06-10-2025,Net Banking,Shipped
109,228,15-12-2025,Card,Shipped
110,124,03-11-2024,Net Banking,Returned
111,107,09-06-2024,Card,Cancelled
112,46,18-03-2025,Card,Cancelled
113,178,03-11-2025,COD,Shipped
114,294,09-11-2024,Card,Delivered
115,6,18-07-2024,COD,Returned
116,446,03-12-2024,UPI,Delivered
117,335,10-11-2025,Net Banking,Shipped
118,995,09-11-2025,COD,Returned
119,980,14-02-2025,Net Banking,Shipped
120,398,08-08-2024,Card,Cancelled
121,966,05-03-2026,UPI,Shipped
122,689,28-11-2025,UPI,Returned
123,212,26-05-2025,UPI,Delivered
124,929,29-06-2025,Net Banking,Cancelled
125,622,17-07-2025,UPI,Cancelled
126,318,18-02-2025,COD,Returned
127,585,11-02-2026,Card,Returned
128,549,10-01-2025,Card,Shipped
129,876,18-07-2024,UPI,Returned
130,295,13-12-2025,COD,Shipped
131,31,27-09-2025,UPI,Delivered
132,367,12-03-2026,UPI,Returned
133,929,12-11-2024,UPI,Cancelled
134,45,24-05-2025,Net Banking,Delivered
135,131,06-04-2025,COD,Returned
136,906,24-03-2026,COD,Shipped
137,279,12-09-2025,Card,Cancelled
138,916,10-05-2025,Card,Shipped
139,1000,29-07-2024,Net Banking,Cancelled
140,20,02-06-2024,Card,Returned
141,426,08-08-2024,Net Banking,Delivered
142,347,01-10-2025,COD,Delivered
143,203,12-08-2024,Net Banking,Cancelled
144,917,24-08-2025,COD,Returned
145,380,29-12-2024,COD,Returned
146,891,24-12-2024,UPI,Delivered
147,656,25-04-2026,Card,Returned
148,261,22-09-2025,Card,Returned
149,936,27-03-2026,Card,Shipped
150,293,08-03-2025,Card,Returned
151,704,13-05-2025,Net Banking,Returned
152,884,19-12-2024,Net Banking,Returned
153,777,04-10-2025,Net Banking,Shipped
154,875,03-04-2026,UPI,Delivered
155,919,21-04-2025,Net Banking,Cancelled
156,546,23-11-2024,COD,Shipped
157,71,31-07-2024,COD,Returned
158,121,29-08-2025,UPI,Cancelled
159,983,22-04-2025,Net Banking,Returned
160,148,14-12-2025,COD,Delivered
161,646,02-08-2024,Card,Returned
162,80,05-04-2026,Net Banking,Delivered
163,988,06-02-2026,Net Banking,Delivered
164,724,16-09-2025,Net Banking,Cancelled
165,528,08-08-2025,Card,Delivered
166,219,14-10-2025,Card,Cancelled
167,48,13-11-2024,UPI,Cancelled
168,798,16-03-2025,UPI,Cancelled
169,347,02-08-2024,UPI,Cancelled
170,490,25-11-2025,Net Banking,Returned
171,189,27-10-2025,COD,Delivered
172,143,21-04-2025,Net Banking,Cancelled
173,880,19-02-2026,UPI,Returned
174,626,21-04-2026,UPI,Delivered
175,19,10-09-2024,UPI,Returned
176,159,28-05-2024,Net Banking,Shipped
177,466,05-08-2025,UPI,Delivered
178,234,12-02-2025,UPI,Cancelled
179,19,16-04-2025,Net Banking,Cancelled
180,215,08-06-2025,UPI,Returned
181,616,01-06-2024,UPI,Shipped
182,480,19-01-2025,Net Banking,Shipped
183,320,13-08-2025,UPI,Cancelled
184,431,21-02-2025,Net Banking,Cancelled
185,114,07-09-2025,Net Banking,Returned
186,514,14-11-2025,Card,Shipped
187,335,30-10-2025,COD,Cancelled
188,363,29-03-2026,UPI,Delivered
189,772,22-05-2026,Net Banking,Delivered
190,478,21-02-2025,COD,Returned
191,325,22-01-2025,Net Banking,Delivered
192,568,17-04-2026,COD,Delivered
193,189,12-11-2025,Net Banking,Shipped
194,757,26-03-2025,Net Banking,Shipped
195,536,03-09-2024,COD,Returned
196,784,25-03-2025,COD,Shipped
197,912,03-11-2025,Card,Shipped
198,345,01-10-2024,Net Banking,Delivered
199,283,30-01-2026,COD,Cancelled
200,208,16-03-2025,UPI,Cancelled
201,725,22-11-2024,COD,Shipped
202,742,16-12-2024,UPI,Shipped
203,776,10-08-2025,Card,Shipped
204,949,30-12-2025,COD,Delivered
205,4,27-02-2025,Net Banking,Delivered
206,316,01-07-2025,UPI,Shipped
207,529,27-10-2025,Card,Returned
208,189,06-11-2024,COD,Cancelled
209,675,08-02-2025,UPI,Cancelled
210,933,28-10-2024,UPI,Returned
211,993,19-06-2025,COD,Cancelled
212,625,29-01-2025,Net Banking,Shipped
213,317,18-11-2025,Card,Delivered
214,300,31-12-2024,COD,Cancelled
215,780,13-05-2026,Net Banking,Returned
216,593,22-01-2025,UPI,Delivered
217,126,30-11-2025,Card,Shipped
218,828,30-08-2025,UPI,Cancelled
219,132,18-06-2024,Net Banking,Delivered
220,930,06-01-2026,COD,Shipped
221,121,17-09-2024,COD,Delivered
222,12,17-03-2026,Card,Cancelled
223,351,01-02-2025,COD,Returned
224,365,04-10-2025,COD,Shipped
225,640,17-06-2024,Net Banking,Returned
226,531,21-03-2025,UPI,Delivered
227,801,02-11-2025,Net Banking,Returned
228,51,14-02-2025,Card,Returned
229,432,19-04-2026,Card,Returned
230,351,31-07-2025,Net Banking,Cancelled
231,795,01-01-2026,Card,Cancelled
232,632,09-10-2025,COD,Returned
233,195,29-12-2025,Net Banking,Shipped
234,541,14-07-2025,COD,Returned
235,261,02-07-2024,COD,Cancelled
236,54,26-08-2025,COD,Delivered
237,179,19-05-2026,Net Banking,Delivered
238,153,03-06-2025,UPI,Delivered
239,846,06-08-2025,Card,Cancelled
240,229,21-11-2025,Net Banking,Cancelled
241,98,14-01-2026,Card,Delivered
242,16,20-11-2024,Card,Cancelled
243,688,22-05-2026,UPI,Shipped
244,700,05-04-2025,Card,Cancelled
245,509,04-02-2025,Card,Delivered
246,916,03-06-2025,UPI,Shipped
247,653,20-09-2024,COD,Cancelled
248,722,11-12-2025,UPI,Shipped
249,849,23-09-2024,Net Banking,Returned
250,345,10-03-2026,UPI,Delivered
251,720,31-05-2025,UPI,Returned
252,577,25-08-2025,Net Banking,Returned
253,36,27-04-2026,Net Banking,Returned
254,704,28-12-2025,Net Banking,Delivered
255,324,01-11-2025,COD,Cancelled
256,463,27-12-2024,COD,Returned
257,865,18-01-2026,Card,Delivered
258,420,17-05-2026,UPI,Cancelled
259,994,21-02-2026,Net Banking,Delivered
260,488,04-06-2025,Net Banking,Cancelled
261,431,20-09-2024,Net Banking,Returned
262,725,10-02-2025,Net Banking,Returned
263,806,13-03-2025,COD,Returned
264,733,15-09-2024,COD,Returned
265,559,07-03-2026,COD,Returned
266,890,11-07-2025,Net Banking,Cancelled
267,771,10-01-2025,Card,Delivered
268,754,21-06-2025,Card,Returned
269,834,15-07-2025,UPI,Shipped
270,727,02-04-2026,COD,Delivered
271,306,20-02-2025,COD,Delivered
272,269,15-11-2024,Card,Returned
273,852,13-11-2025,COD,Delivered
274,487,24-08-2024,COD,Delivered
275,565,08-08-2024,COD,Cancelled
276,890,15-07-2024,Net Banking,Delivered
277,892,08-06-2024,UPI,Shipped
278,678,28-05-2025,UPI,Returned
279,167,11-06-2025,Card,Cancelled
280,260,12-05-2026,Net Banking,Delivered
281,712,10-08-2025,COD,Delivered
282,895,21-09-2024,UPI,Shipped
283,637,18-04-2025,COD,Shipped
284,644,07-03-2026,UPI,Shipped
285,613,22-03-2025,Card,Returned
286,947,15-03-2025,Card,Returned
287,72,09-05-2026,COD,Shipped
288,420,18-05-2026,Card,Returned
289,682,15-04-2026,Card,Delivered
290,382,31-03-2026,COD,Returned
291,616,04-03-2025,COD,Cancelled
292,326,13-04-2026,UPI,Cancelled
293,495,08-10-2024,UPI,Returned
294,148,06-07-2025,UPI,Shipped
295,81,28-01-2026,Net Banking,Delivered
296,660,30-08-2025,Card,Shipped
297,385,29-06-2024,UPI,Delivered
298,195,26-04-2025,COD,Returned
299,413,23-06-2024,UPI,Cancelled
300,391,26-02-2026,Net Banking,Shipped
301,905,30-09-2025,Net Banking,Cancelled
302,437,25-09-2024,COD,Shipped
303,490,18-05-2026,UPI,Shipped
304,493,28-12-2024,COD,Cancelled
305,129,30-03-2025,Net Banking,Shipped
306,532,13-02-2026,Net Banking,Returned
307,914,17-06-2024,UPI,Shipped
308,544,22-10-2024,COD,Shipped
309,825,21-03-2025,UPI,Returned
310,387,18-09-2025,UPI,Returned
311,38,25-12-2025,UPI,Delivered
312,692,13-10-2025,UPI,Returned
313,251,13-01-2025,Card,Delivered
314,150,10-08-2025,UPI,Cancelled
315,752,12-08-2024,Net Banking,Delivered
316,472,20-03-2026,COD,Delivered
317,838,13-05-2025,UPI,Returned
318,452,16-12-2025,Card,Delivered
319,78,09-10-2024,Card,Delivered
320,755,31-07-2024,COD,Cancelled
321,768,11-08-2024,UPI,Returned
322,878,18-04-2026,UPI,Cancelled
323,322,11-07-2024,UPI,Returned
324,510,13-12-2024,UPI,Delivered
325,221,30-06-2024,COD,Shipped
326,475,08-06-2024,Net Banking,Cancelled
327,808,11-12-2024,UPI,Returned
328,118,10-12-2025,Card,Cancelled
329,292,26-02-2026,UPI,Cancelled
330,652,14-12-2024,UPI,Shipped
331,385,17-04-2025,Net Banking,Cancelled
332,446,27-01-2026,COD,Returned
333,411,06-12-2025,COD,Cancelled
334,790,27-07-2024,Net Banking,Cancelled
335,472,23-01-2026,COD,Shipped
336,781,29-08-2024,COD,Returned
337,60,07-06-2024,Net Banking,Returned
338,687,04-03-2025,COD,Returned
339,407,18-04-2025,Card,Cancelled
340,120,05-03-2026,Net Banking,Delivered
341,142,09-11-2024,Card,Cancelled
342,490,05-03-2026,COD,Cancelled
343,495,06-11-2024,COD,Returned
344,509,26-04-2026,COD,Cancelled
345,924,08-12-2024,Net Banking,Returned
346,485,13-05-2026,UPI,Returned
347,632,12-06-2025,UPI,Cancelled
348,539,31-05-2025,Card,Delivered
349,594,31-12-2025,Card,Cancelled
350,236,20-12-2025,Net Banking,Delivered
351,746,30-01-2026,Net Banking,Delivered
352,582,24-10-2024,Net Banking,Returned
353,923,28-08-2025,Card,Returned
354,558,23-04-2026,UPI,Returned
355,363,03-12-2025,Card,Returned
356,721,23-10-2024,UPI,Shipped
357,263,26-03-2026,COD,Returned
358,223,24-03-2025,Net Banking,Delivered
359,592,21-03-2025,COD,Cancelled
360,146,28-01-2026,COD,Delivered
361,113,10-09-2024,Net Banking,Shipped
362,719,29-08-2024,COD,Cancelled
363,661,12-04-2026,Card,Cancelled
364,656,06-07-2025,Net Banking,Delivered
365,593,15-04-2026,UPI,Cancelled
366,862,06-01-2026,Net Banking,Shipped
367,355,02-04-2025,UPI,Cancelled
368,453,23-10-2024,UPI,Returned
369,135,23-07-2025,COD,Shipped
370,729,07-10-2025,Card,Shipped
371,823,26-11-2025,Card,Cancelled
372,278,26-10-2024,UPI,Delivered
373,329,08-12-2024,UPI,Delivered
374,794,25-01-2026,Net Banking,Returned
375,622,16-07-2024,UPI,Delivered
376,639,20-05-2026,UPI,Cancelled
377,678,12-10-2025,Net Banking,Cancelled
378,854,12-11-2024,Net Banking,Returned
379,625,21-07-2024,Card,Returned
380,62,21-07-2024,COD,Returned
381,812,30-08-2025,UPI,Cancelled
382,381,29-01-2026,UPI,Shipped
383,812,04-03-2025,Card,Returned
384,134,31-08-2024,UPI,Shipped
385,364,06-12-2024,Card,Cancelled
386,818,03-07-2025,Card,Shipped
387,746,03-08-2025,UPI,Returned
388,965,18-04-2025,UPI,Shipped
389,121,15-07-2025,Net Banking,Delivered
390,227,23-02-2025,Net Banking,Cancelled
391,98,18-10-2025,COD,Shipped
392,288,13-03-2026,Card,Returned
393,825,18-12-2024,COD,Returned
394,678,15-04-2026,Card,Returned
395,238,06-05-2026,UPI,Shipped
396,97,21-01-2025,Card,Shipped
397,904,08-10-2024,UPI,Delivered
398,972,11-10-2024,COD,Returned
399,442,11-07-2024,Card,Cancelled
400,574,11-09-2024,UPI,Cancelled
401,826,23-07-2024,Card,Shipped
402,740,15-11-2025,Card,Delivered
403,527,14-01-2025,Card,Cancelled
404,232,23-07-2024,Card,Returned
405,241,21-05-2026,Card,Delivered
406,900,08-08-2025,COD,Delivered
407,36,23-01-2026,Card,Shipped
408,715,25-09-2025,UPI,Returned
409,29,28-06-2025,Card,Returned
410,993,23-02-2026,Card,Cancelled
411,910,18-10-2024,Net Banking,Shipped
412,493,10-04-2025,Card,Delivered
413,32,03-03-2025,Net Banking,Returned
414,796,06-10-2024,Net Banking,Delivered
415,819,11-09-2024,UPI,Returned
416,812,06-07-2025,UPI,Shipped
417,772,25-11-2024,Card,Cancelled
418,251,16-12-2024,Card,Delivered
419,516,22-10-2024,Card,Shipped
420,607,16-06-2025,COD,Returned
421,80,16-11-2025,UPI,Returned
422,466,07-04-2026,UPI,Cancelled
423,917,23-05-2025,COD,Returned
424,810,16-09-2025,Card,Cancelled
425,605,06-12-2025,UPI,Returned
426,954,03-05-2026,Net Banking,Cancelled
427,441,31-08-2025,UPI,Delivered
428,454,03-10-2024,Card,Cancelled
429,558,27-01-2025,Net Banking,Shipped
430,993,12-12-2024,UPI,Shipped
431,22,23-12-2025,Net Banking,Delivered
432,961,23-05-2026,Card,Delivered
433,414,21-10-2025,UPI,Returned
434,70,30-03-2025,Card,Cancelled
435,154,27-08-2024,Net Banking,Cancelled
436,578,08-01-2026,Net Banking,Cancelled
437,137,22-03-2025,Card,Returned
438,688,14-09-2025,Card,Shipped
439,523,07-06-2024,COD,Cancelled
440,19,19-07-2025,Card,Delivered
441,210,10-06-2025,Card,Cancelled
442,84,06-05-2026,UPI,Delivered
443,459,11-12-2024,Card,Delivered
444,419,16-03-2025,Card,Shipped
445,199,15-12-2024,Net Banking,Delivered
446,50,08-12-2025,UPI,Delivered
447,380,15-09-2025,COD,Shipped
448,141,05-02-2025,Card,Cancelled
449,395,20-06-2024,UPI,Returned
450,196,07-03-2026,Card,Shipped
451,415,28-08-2025,COD,Returned
452,759,17-09-2025,UPI,Delivered
453,531,10-10-2025,Card,Shipped
454,305,13-04-2025,COD,Cancelled
455,406,20-05-2026,COD,Delivered
456,982,16-04-2025,Card,Returned
457,856,10-09-2025,COD,Returned
458,333,25-09-2024,Net Banking,Delivered
459,703,24-12-2025,UPI,Delivered
460,584,23-08-2024,UPI,Delivered
461,727,07-10-2025,Net Banking,Returned
462,86,09-05-2026,Card,Delivered
463,150,14-11-2024,COD,Returned
464,51,06-11-2025,COD,Cancelled
465,482,27-03-2025,Card,Returned
466,450,12-01-2026,UPI,Shipped
467,1000,15-02-2025,Net Banking,Shipped
468,218,19-01-2025,UPI,Cancelled
469,411,18-05-2025,UPI,Cancelled
470,776,19-01-2026,COD,Returned
471,94,31-08-2024,Net Banking,Returned
472,430,11-12-2025,UPI,Returned
473,912,08-10-2024,Net Banking,Cancelled
474,156,29-12-2024,Net Banking,Shipped
475,801,11-05-2025,UPI,Delivered
476,313,06-10-2025,Net Banking,Shipped
477,501,16-07-2024,Net Banking,Returned
478,774,13-02-2026,Net Banking,Returned
479,846,09-02-2026,Net Banking,Cancelled
480,529,26-01-2026,Card,Cancelled
481,26,10-04-2025,UPI,Delivered
482,983,09-03-2026,COD,Cancelled
483,53,19-09-2025,Net Banking,Shipped
484,368,02-03-2026,Net Banking,Returned
485,275,12-04-2025,Net Banking,Returned
486,5,12-08-2024,Card,Cancelled
487,772,11-11-2024,Card,Cancelled
488,585,23-02-2026,Net Banking,Delivered
489,34,17-04-2026,Card,Returned
490,552,22-08-2024,Net Banking,Returned
491,91,31-01-2026,UPI,Cancelled
492,965,18-02-2025,COD,Shipped
493,121,24-11-2024,Net Banking,Shipped
494,277,12-02-2025,UPI,Delivered
495,642,16-10-2025,COD,Cancelled
496,977,25-06-2024,Net Banking,Delivered
497,523,31-10-2024,COD,Delivered
498,286,26-05-2026,UPI,Shipped
499,144,24-01-2026,UPI,Shipped
500,349,24-08-2024,UPI,Cancelled
501,796,25-09-2024,Net Banking,Returned
502,681,06-09-2025,Net Banking,Delivered
503,312,27-02-2025,Net Banking,Returned
504,507,07-04-2026,UPI,Delivered
505,697,02-03-2026,Card,Delivered
506,29,18-01-2025,Card,Returned
507,89,02-07-2024,COD,Shipped
508,230,26-02-2026,Card,Shipped
509,100,19-07-2025,UPI,Shipped
510,330,19-08-2024,UPI,Shipped
511,960,03-12-2025,Card,Shipped
512,658,06-11-2025,Card,Cancelled
513,893,21-01-2025,Card,Cancelled
514,621,01-06-2025,UPI,Shipped
515,23,18-08-2025,Card,Delivered
516,792,16-10-2024,COD,Delivered
517,119,03-11-2024,Card,Returned
518,686,19-09-2024,Card,Cancelled
519,930,07-08-2025,COD,Returned
520,558,23-01-2026,COD,Delivered
521,680,31-03-2026,Card,Returned
522,900,06-02-2025,Card,Cancelled
523,288,23-09-2025,Net Banking,Delivered
524,477,29-07-2024,COD,Delivered
525,698,14-09-2025,UPI,Returned
526,257,30-07-2025,Net Banking,Delivered
527,70,13-09-2025,UPI,Returned
528,444,12-02-2026,UPI,Cancelled
529,690,02-03-2025,Net Banking,Cancelled
530,635,17-09-2025,UPI,Delivered
531,54,05-04-2025,Net Banking,Delivered
532,277,18-02-2026,COD,Delivered
533,959,05-04-2025,Net Banking,Delivered
534,840,14-09-2025,Net Banking,Shipped
535,841,23-12-2024,Net Banking,Shipped
536,16,21-07-2024,Net Banking,Cancelled
537,725,14-04-2026,UPI,Shipped
538,290,27-11-2024,Card,Returned
539,333,21-06-2024,Card,Returned
540,343,23-11-2024,COD,Cancelled
541,403,26-08-2025,COD,Cancelled
542,46,28-01-2026,UPI,Delivered
543,423,25-04-2026,Card,Delivered
544,559,17-01-2026,UPI,Shipped
545,25,24-06-2024,Net Banking,Cancelled
546,548,09-06-2024,Net Banking,Delivered
547,481,15-12-2025,UPI,Cancelled
548,763,28-05-2024,UPI,Delivered
549,387,24-03-2025,UPI,Cancelled
550,246,17-02-2026,COD,Shipped
551,664,02-03-2025,COD,Returned
552,995,16-02-2025,Net Banking,Cancelled
553,541,17-12-2024,Net Banking,Shipped
554,420,18-12-2024,Net Banking,Shipped
555,675,11-05-2026,Net Banking,Delivered
556,163,26-03-2026,Net Banking,Cancelled
557,687,07-01-2026,UPI,Returned
558,465,28-02-2026,UPI,Returned
559,713,27-09-2025,COD,Delivered
560,47,24-10-2025,Card,Delivered
561,649,19-03-2025,Card,Delivered
562,896,20-08-2025,COD,Returned
563,195,02-08-2024,Card,Shipped
564,267,09-10-2024,UPI,Shipped
565,846,09-01-2026,Card,Shipped
566,791,02-12-2024,UPI,Shipped
567,174,24-11-2024,Card,Cancelled
568,39,08-12-2025,Card,Cancelled
569,418,06-03-2026,Net Banking,Shipped
570,687,22-10-2025,UPI,Cancelled
571,614,10-07-2025,Net Banking,Returned
572,505,11-06-2025,UPI,Returned
573,545,04-11-2025,Net Banking,Cancelled
574,296,20-09-2025,Net Banking,Returned
575,153,24-02-2025,Card,Delivered
576,493,10-03-2025,COD,Shipped
577,822,10-07-2025,COD,Returned
578,471,06-05-2025,Net Banking,Delivered
579,998,14-02-2026,UPI,Cancelled
580,557,07-10-2024,UPI,Cancelled
581,770,23-03-2025,COD,Cancelled
582,727,06-07-2025,COD,Shipped
583,687,26-04-2025,COD,Cancelled
584,558,16-09-2024,UPI,Returned
585,732,11-08-2025,COD,Returned
586,919,20-02-2025,Card,Delivered
587,344,11-10-2024,Net Banking,Returned
588,755,05-07-2025,Net Banking,Returned
589,510,07-04-2025,UPI,Cancelled
590,817,28-11-2024,COD,Cancelled
591,142,21-03-2025,UPI,Returned
592,677,01-09-2024,COD,Returned
593,183,09-03-2025,Card,Delivered
594,399,21-01-2026,Net Banking,Returned
595,91,12-10-2025,Card,Cancelled
596,618,16-06-2025,Card,Returned
597,300,30-12-2025,Card,Cancelled
598,930,13-03-2025,UPI,Delivered
599,140,13-02-2026,Card,Shipped
600,92,06-01-2025,Net Banking,Cancelled
601,921,05-08-2025,Net Banking,Delivered
602,593,16-02-2025,Net Banking,Returned
603,61,26-04-2025,Net Banking,Delivered
604,570,18-05-2025,Net Banking,Cancelled
605,779,12-03-2026,COD,Returned
606,263,26-09-2024,Card,Shipped
607,318,30-03-2026,UPI,Cancelled
608,928,16-11-2025,Net Banking,Cancelled
609,615,21-10-2024,Net Banking,Returned
610,160,07-05-2025,COD,Shipped
611,283,13-02-2026,COD,Cancelled
612,554,09-08-2024,COD,Shipped
613,74,18-10-2024,Net Banking,Returned
614,106,07-02-2026,COD,Returned
615,76,06-01-2025,Card,Returned
616,45,28-04-2025,COD,Shipped
617,663,23-09-2024,Card,Returned
618,793,13-05-2025,UPI,Cancelled
619,537,15-06-2025,Card,Cancelled
620,707,13-10-2024,UPI,Delivered
621,743,21-07-2025,Net Banking,Cancelled
622,419,04-09-2025,Card,Delivered
623,39,12-08-2025,Net Banking,Cancelled
624,610,13-10-2025,Card,Returned
625,898,28-11-2024,UPI,Shipped
626,473,27-07-2024,UPI,Shipped
627,670,28-09-2025,UPI,Shipped
628,297,12-05-2025,Net Banking,Returned
629,262,25-02-2025,Net Banking,Cancelled
630,483,02-09-2024,COD,Delivered
631,555,13-02-2026,UPI,Delivered
632,318,17-03-2025,UPI,Delivered
633,828,30-09-2024,Card,Cancelled
634,300,17-04-2026,COD,Shipped
635,39,09-04-2026,COD,Shipped
636,435,18-01-2025,UPI,Shipped
637,734,24-03-2025,COD,Cancelled
638,812,27-03-2026,Net Banking,Delivered
639,573,23-10-2024,UPI,Shipped
640,959,13-07-2025,Net Banking,Returned
641,62,06-03-2026,Card,Delivered
642,195,31-05-2024,Net Banking,Delivered
643,36,26-12-2025,COD,Returned
644,382,03-08-2024,Net Banking,Returned
645,226,20-09-2025,COD,Cancelled
646,390,14-06-2025,Net Banking,Delivered
647,975,03-07-2025,Card,Cancelled
648,521,23-05-2026,COD,Shipped
649,754,26-08-2024,UPI,Shipped
650,770,06-04-2026,COD,Returned
651,242,20-06-2025,Card,Returned
652,933,05-03-2025,Net Banking,Cancelled
653,491,14-04-2025,UPI,Returned
654,993,06-08-2024,Net Banking,Shipped
655,14,23-01-2025,Net Banking,Delivered
656,16,03-02-2026,Net Banking,Shipped
657,74,12-07-2025,Card,Delivered
658,292,23-03-2026,UPI,Cancelled
659,823,24-02-2026,Net Banking,Delivered
660,52,05-02-2025,UPI,Cancelled
661,324,04-11-2025,UPI,Delivered
662,492,13-09-2024,COD,Cancelled
663,848,17-01-2025,COD,Shipped
664,543,08-11-2025,Net Banking,Delivered
665,568,04-04-2025,Card,Returned
666,871,23-12-2024,UPI,Delivered
667,657,07-08-2025,Card,Shipped
668,219,01-08-2025,Card,Cancelled
669,639,12-03-2026,UPI,Returned
670,5,16-06-2024,COD,Cancelled
671,4,13-11-2024,Card,Returned
672,25,27-04-2026,Net Banking,Returned
673,63,24-01-2025,Card,Delivered
674,458,11-09-2025,COD,Delivered
675,105,17-02-2025,Net Banking,Delivered
676,822,19-07-2024,Net Banking,Returned
677,693,16-07-2025,UPI,Delivered
678,201,30-12-2024,UPI,Returned
679,959,21-05-2026,COD,Cancelled
680,661,28-09-2025,Card,Cancelled
681,214,10-04-2026,COD,Delivered
682,941,07-10-2025,UPI,Cancelled
683,551,11-04-2026,Card,Shipped
684,444,05-12-2024,UPI,Delivered
685,614,20-12-2024,Card,Delivered
686,170,27-10-2025,Net Banking,Delivered
687,949,14-04-2026,Net Banking,Cancelled
688,971,08-01-2026,Net Banking,Delivered
689,108,16-02-2025,Net Banking,Shipped
690,592,26-11-2025,Card,Cancelled
691,389,04-12-2025,COD,Returned
692,666,24-11-2025,UPI,Returned
693,757,07-01-2025,COD,Returned
694,101,23-09-2024,UPI,Shipped
695,989,09-12-2024,Net Banking,Delivered
